timestamp,phase_A_voltage,phase_B_voltage,phase_C_voltage,line_current,frequency,power_factor,thd_percent
0.006400,294.068792,-266.873493,-27.195299,3.452414,50.002010,0.950402,2.006032
0.006600,284.799671,-277.993385,-6.806286,3.438153,50.002073,0.950415,2.006220
0.006800,274.406576,-288.016163,13.609587,3.422164,50.002136,0.950427,2.006409
0.007000,262.930523,-296.902274,33.971751,3.404508,50.002198,0.950440,2.006597
0.007200,250.416804,-304.616647,54.199843,3.385257,50.002261,0.950452,2.006786
0.007400,236.914804,-311.128837,74.214033,3.364484,50.002324,0.950465,2.006974
0.007600,222.477809,-316.413143,93.935334,3.342274,50.002387,0.950477,2.007163
0.007800,207.162797,-320.448712,113.285915,3.318712,50.002449,0.950490,2.007351
0.008000,191.030207,-323.219616,132.189409,3.293893,50.002512,0.950503,2.007540
0.008200,174.143708,-324.714920,150.571211,3.267913,50.002575,0.950515,2.007728
0.008400,156.569944,-324.928722,168.358778,3.240877,50.002638,0.950528,2.007916
0.008600,138.378270,-323.860179,185.481909,3.212890,50.002700,0.950540,2.008105
0.008800,119.640480,-321.513508,201.873029,3.184062,50.002763,0.950553,2.008293
0.009000,100.430523,-317.897970,217.467447,3.154508,50.002826,0.950565,2.008482
0.009200,80.824213,-313.027834,232.203621,3.124345,50.002889,0.950578,2.008670
0.009400,60.898927,-306.922320,246.023393,3.093691,50.002951,0.950591,2.008859
0.009600,40.733301,-299.605524,258.872223,3.062667,50.003014,0.950603,2.009047
0.009800,20.406919,-291.106322,270.699403,3.031395,50.003077,0.950616,2.009236
0.010000,0.000000,-281.458256,281.458256,3.000000,50.003140,0.950628,2.009424
0.010200,-20.406919,-270.699403,291.106322,2.968605,50.003202,0.950641,2.009613
0.010400,-40.733301,-258.872223,299.605524,2.937333,50.003265,0.950653,2.009801
0.010600,-60.898927,-246.023393,306.922320,2.906309,50.003328,0.950666,2.009990
0.010800,-80.824213,-232.203621,313.027834,2.875655,50.003390,0.950678,2.010178
0.011000,-100.430523,-217.467447,317.897970,2.845492,50.003453,0.950691,2.010367
0.011200,-119.640480,-201.873029,321.513508,2.815938,50.003516,0.950704,2.010555
0.011400,-138.378270,-185.481909,323.860179,2.787110,50.003578,0.950716,2.010743
0.011600,-156.569944,-168.358778,324.928722,2.759123,50.003641,0.950729,2.010932
0.011800,-174.143708,-150.571211,324.714920,2.732087,50.003704,0.950741,2.011120
0.012000,-191.030207,-132.189409,323.219616,2.706107,50.003766,0.950754,2.011309
0.012200,-207.162797,-113.285915,320.448712,2.681288,50.003829,0.950766,2.011497
0.012400,-222.477809,-93.935334,316.413143,2.657726,50.003892,0.950779,2.011686
0.012600,-236.914804,-74.214033,311.128837,2.635516,50.003954,0.950791,2.011874
0.012800,-250.416804,-54.199843,304.616647,2.614743,50.004017,0.950804,2.012063
0.013000,-262.930523,-33.971751,296.902274,2.595492,50.004080,0.950817,2.012251
0.013200,-274.406576,-13.609587,288.016163,2.577836,50.004142,0.950829,2.012439
0.013400,-284.799671,6.806286,277.993385,2.561847,50.004205,0.950842,2.012628
0.013600,-294.068792,27.195299,266.873493,2.547586,50.004267,0.950854,2.012816
0.013800,-302.177358,47.476984,254.700374,2.535112,50.004330,0.950867,2.013005
0.014000,-309.093368,67.571300,241.522068,2.524472,50.004393,0.950879,2.013193
0.014200,-314.789527,87.398942,227.390586,2.515708,50.004455,0.950892,2.013382
0.014400,-319.243356,106.881660,212.361696,2.508856,50.004518,0.950904,2.013570
0.014600,-322.437278,125.942566,196.494712,2.503943,50.004580,0.950917,2.013758
0.014800,-324.358687,144.506433,179.852254,2.500987,50.004643,0.950930,2.013947
0.015000,-325.000000,162.500000,162.500000,2.500000,50.004705,0.950942,2.014135
0.015200,-324.358687,179.852254,144.506433,2.500987,50.004768,0.950955,2.014324
0.015400,-322.437278,196.494712,125.942566,2.503943,50.004831,0.950967,2.014512
0.015600,-319.243356,212.361696,106.881660,2.508856,50.004893,0.950980,2.014701
0.015800,-314.789527,227.390586,87.398942,2.515708,50.004956,0.950992,2.014889
0.016000,-309.093368,241.522068,67.571300,2.524472,50.005018,0.951005,2.015077
0.016200,-302.177358,254.700374,47.476984,2.535112,50.005081,0.951017,2.015266
0.016400,-294.068792,266.873493,27.195299,2.547586,50.005143,0.951030,2.015454
0.016600,-284.799671,277.993385,6.806286,2.561847,50.005206,0.951043,2.015643
0.016800,-274.406576,288.016163,-13.609587,2.577836,50.005268,0.951055,2.015831
0.017000,-262.930523,296.902274,-33.971751,2.595492,50.005331,0.951068,2.016019
0.017200,-250.416804,304.616647,-54.199843,2.614743,50.005393,0.951080,2.016208
0.017400,-236.914804,311.128837,-74.214033,2.635516,50.005455,0.951093,2.016396
0.017600,-222.477809,316.413143,-93.935334,2.657726,50.005518,0.951105,2.016585
0.017800,-207.162797,320.448712,-113.285915,2.681288,50.005580,0.951118,2.016773
0.018000,-191.030207,323.219616,-132.189409,2.706107,50.005643,0.951130,2.016961
0.018200,-174.143708,324.714920,-150.571211,2.732087,50.005705,0.951143,2.017150
0.018400,-156.569944,324.928722,-168.358778,2.759123,50.005768,0.951155,2.017338
0.018600,-138.378270,323.860179,-185.481909,2.787110,50.005830,0.951168,2.017526
0.018800,-119.640480,321.513508,-201.873029,2.815938,50.005892,0.951181,2.017715
0.019000,-100.430523,317.897970,-217.467447,2.845492,50.005955,0.951193,2.017903
0.019200,-80.824213,313.027834,-232.203621,2.875655,50.006017,0.951206,2.018092
0.019400,-60.898927,306.922320,-246.023393,2.906309,50.006080,0.951218,2.018280
0.019600,-40.733301,299.605524,-258.872223,2.937333,50.006142,0.951231,2.018468
0.019800,-20.406919,291.106322,-270.699403,2.968605,50.006204,0.951243,2.018657
0.020000,-0.000000,281.458256,-281.458256,3.000000,50.006267,0.951256,2.018845
0.020200,20.406919,270.699403,-291.106322,3.031395,50.006329,0.951268,2.019033
0.020400,40.733301,258.872223,-299.605524,3.062667,50.006391,0.951281,2.019222
0.020600,60.898927,246.023393,-306.922320,3.093691,50.006454,0.951293,2.019410
0.020800,80.824213,232.203621,-313.027834,3.124345,50.006516,0.951306,2.019599
0.021000,100.430523,217.467447,-317.897970,3.154508,50.006578,0.951319,2.019787
0.021200,119.640480,201.873029,-321.513508,3.184062,50.006640,0.951331,2.019975
0.021400,138.378270,185.481909,-323.860179,3.212890,50.006703,0.951344,2.020164
0.021600,156.569944,168.358778,-324.928722,3.240877,50.006765,0.951356,2.020352
0.021800,174.143708,150.571211,-324.714920,3.267913,50.006827,0.951369,2.020540
0.022000,191.030207,132.189409,-323.219616,3.293893,50.006890,0.951381,2.020729
0.022200,207.162797,113.285915,-320.448712,3.318712,50.006952,0.951394,2.020917
0.022400,222.477809,93.935334,-316.413143,3.342274,50.007014,0.951406,2.021105
0.022600,236.914804,74.214033,-311.128837,3.364484,50.007076,0.951419,2.021294
0.022800,250.416804,54.199843,-304.616647,3.385257,50.007138,0.951431,2.021482
0.023000,262.930523,33.971751,-296.902274,3.404508,50.007201,0.951444,2.021670
0.023200,274.406576,13.609587,-288.016163,3.422164,50.007263,0.951456,2.021859
0.023400,284.799671,-6.806286,-277.993385,3.438153,50.007325,0.951469,2.022047
0.023600,294.068792,-27.195299,-266.873493,3.452414,50.007387,0.951481,2.022235
0.023800,302.177358,-47.476984,-254.700374,3.464888,50.007449,0.951494,2.022423
0.024000,309.093368,-67.571300,-241.522068,3.475528,50.007511,0.951507,2.022612
0.024200,314.789527,-87.398942,-227.390586,3.484292,50.007573,0.951519,2.022800
0.024400,319.243356,-106.881660,-212.361696,3.491144,50.007635,0.951532,2.022988
0.024600,322.437278,-125.942566,-196.494712,3.496057,50.007698,0.951544,2.023177
0.024800,324.358687,-144.506433,-179.852254,3.499013,50.007760,0.951557,2.023365
0.025000,325.000000,-162.500000,-162.500000,3.500000,50.007822,0.951569,2.023553
0.025200,324.358687,-179.852254,-144.506433,3.499013,50.007884,0.951582,2.023742
0.025400,322.437278,-196.494712,-125.942566,3.496057,50.007946,0.951594,2.023930
0.025600,319.243356,-212.361696,-106.881660,3.491144,50.008008,0.951607,2.024118
0.025800,314.789527,-227.390586,-87.398942,3.484292,50.008070,0.951619,2.024306
0.026000,309.093368,-241.522068,-67.571300,3.475528,50.008132,0.951632,2.024495
0.026200,302.177358,-254.700374,-47.476984,3.464888,50.008194,0.951644,2.024683
0.026400,294.068792,-266.873493,-27.195299,3.452414,50.008256,0.951657,2.024871
0.026600,284.799671,-277.993385,-6.806286,3.438153,50.008318,0.951669,2.025059
0.026800,274.406576,-288.016163,13.609587,3.422164,50.008380,0.951682,2.025248
0.027000,262.930523,-296.902274,33.971751,3.404508,50.008442,0.951694,2.025436
0.027200,250.416804,-304.616647,54.199843,3.385257,50.008504,0.951707,2.025624
0.027400,236.914804,-311.128837,74.214033,3.364484,50.008566,0.951719,2.025812
0.027600,222.477809,-316.413143,93.935334,3.342274,50.008627,0.951732,2.026001
0.027800,207.162797,-320.448712,113.285915,3.318712,50.008689,0.951745,2.026189
0.028000,191.030207,-323.219616,132.189409,3.293893,50.008751,0.951757,2.026377
0.028200,174.143708,-324.714920,150.571211,3.267913,50.008813,0.951770,2.026565
0.028400,156.569944,-324.928722,168.358778,3.240877,50.008875,0.951782,2.026754
0.028600,138.378270,-323.860179,185.481909,3.212890,50.008937,0.951795,2.026942
0.028800,119.640480,-321.513508,201.873029,3.184062,50.008998,0.951807,2.027130
0.029000,100.430523,-317.897970,217.467447,3.154508,50.009060,0.951820,2.027318
0.029200,80.824213,-313.027834,232.203621,3.124345,50.009122,0.951832,2.027506
0.029400,60.898927,-306.922320,246.023393,3.093691,50.009184,0.951845,2.027695
0.029600,40.733301,-299.605524,258.872223,3.062667,50.009246,0.951857,2.027883
0.029800,20.406919,-291.106322,270.699403,3.031395,50.009307,0.951870,2.028071
0.030000,-0.000000,-281.458256,281.458256,3.000000,50.009369,0.951882,2.028259
0.030200,-20.406919,-270.699403,291.106322,2.968605,50.009431,0.951895,2.028447
0.030400,-40.733301,-258.872223,299.605524,2.937333,50.009492,0.951907,2.028636
0.030600,-60.898927,-246.023393,306.922320,2.906309,50.009554,0.951920,2.028824
0.030800,-80.824213,-232.203621,313.027834,2.875655,50.009616,0.951932,2.029012
0.031000,-100.430523,-217.467447,317.897970,2.845492,50.009677,0.951945,2.029200
0.031200,-119.640480,-201.873029,321.513508,2.815938,50.009739,0.951957,2.029388
0.031400,-138.378270,-185.481909,323.860179,2.787110,50.009801,0.951970,2.029577
0.031600,-156.569944,-168.358778,324.928722,2.759123,50.009862,0.951982,2.029765
0.031800,-174.143708,-150.571211,324.714920,2.732087,50.009924,0.951995,2.029953
0.032000,-191.030207,-132.189409,323.219616,2.706107,50.009985,0.952007,2.030141
0.032200,-207.162797,-113.285915,320.448712,2.681288,50.010047,0.952020,2.030329
0.032400,-222.477809,-93.935334,316.413143,2.657726,50.010109,0.952032,2.030517
0.032600,-236.914804,-74.214033,311.128837,2.635516,50.010170,0.952045,2.030705
0.032800,-250.416804,-54.199843,304.616647,2.614743,50.010232,0.952057,2.030894
0.033000,-262.930523,-33.971751,296.902274,2.595492,50.010293,0.952070,2.031082
0.033200,-274.406576,-13.609587,288.016163,2.577836,50.010355,0.952082,2.031270
0.033400,-284.799671,6.806286,277.993385,2.561847,50.010416,0.952095,2.031458
0.033600,-294.068792,27.195299,266.873493,2.547586,50.010478,0.952107,2.031646
0.033800,-302.177358,47.476984,254.700374,2.535112,50.010539,0.952120,2.031834
0.034000,-309.093368,67.571300,241.522068,2.524472,50.010600,0.952132,2.032022
0.034200,-314.789527,87.398942,227.390586,2.515708,50.010662,0.952145,2.032210
0.034400,-319.243356,106.881660,212.361696,2.508856,50.010723,0.952157,2.032399
0.034600,-322.437278,125.942566,196.494712,2.503943,50.010784,0.952170,2.032587
0.034800,-324.358687,144.506433,179.852254,2.500987,50.010846,0.952182,2.032775
0.035000,-325.000000,162.500000,162.500000,2.500000,50.010907,0.952195,2.032963
0.035200,-324.358687,179.852254,144.506433,2.500987,50.010968,0.952207,2.033151
0.035400,-322.437278,196.494712,125.942566,2.503943,50.011030,0.952220,2.033339
0.035600,-319.243356,212.361696,106.881660,2.508856,50.011091,0.952232,2.033527
0.035800,-314.789527,227.390586,87.398942,2.515708,50.011152,0.952245,2.033715
0.036000,-309.093368,241.522068,67.571300,2.524472,50.011214,0.952257,2.033903
0.036200,-302.177358,254.700374,47.476984,2.535112,50.011275,0.952270,2.034091
0.036400,-294.068792,266.873493,27.195299,2.547586,50.011336,0.952282,2.034279
0.036600,-284.799671,277.993385,6.806286,2.561847,50.011397,0.952295,2.034467
0.036800,-274.406576,288.016163,-13.609587,2.577836,50.011458,0.952307,2.034655
0.037000,-262.930523,296.902274,-33.971751,2.595492,50.011519,0.952320,2.034843
0.037200,-250.416804,304.616647,-54.199843,2.614743,50.011581,0.952332,2.035031
0.037400,-236.914804,311.128837,-74.214033,2.635516,50.011642,0.952345,2.035219
0.037600,-222.477809,316.413143,-93.935334,2.657726,50.011703,0.952357,2.035408
0.037800,-207.162797,320.448712,-113.285915,2.681288,50.011764,0.952369,2.035596
0.038000,-191.030207,323.219616,-132.189409,2.706107,50.011825,0.952382,2.035784
0.038200,-174.143708,324.714920,-150.571211,2.732087,50.011886,0.952394,2.035972
0.038400,-156.569944,324.928722,-168.358778,2.759123,50.011947,0.952407,2.036160
0.038600,-138.378270,323.860179,-185.481909,2.787110,50.012008,0.952419,2.036348
0.038800,-119.640480,321.513508,-201.873029,2.815938,50.012069,0.952432,2.036536
0.039000,-100.430523,317.897970,-217.467447,2.845492,50.012130,0.952444,2.036724
0.039200,-80.824213,313.027834,-232.203621,2.875655,50.012191,0.952457,2.036912
0.039400,-60.898927,306.922320,-246.023393,2.906309,50.012252,0.952469,2.037099
0.039600,-40.733301,299.605524,-258.872223,2.937333,50.012313,0.952482,2.037287
0.039800,-20.406919,291.106322,-270.699403,2.968605,50.012374,0.952494,2.037475
0.040000,-0.000000,281.458256,-281.458256,3.000000,50.012434,0.952507,2.037663
0.040200,20.406919,270.699403,-291.106322,3.031395,50.012495,0.952519,2.037851
0.040400,40.733301,258.872223,-299.605524,3.062667,50.012556,0.952532,2.038039
0.040600,60.898927,246.023393,-306.922320,3.093691,50.012617,0.952544,2.038227
0.040800,80.824213,232.203621,-313.027834,3.124345,50.012678,0.952557,2.038415
0.041000,100.430523,217.467447,-317.897970,3.154508,50.012739,0.952569,2.038603
0.041200,119.640480,201.873029,-321.513508,3.184062,50.012799,0.952581,2.038791
0.041400,138.378270,185.481909,-323.860179,3.212890,50.012860,0.952594,2.038979
0.041600,156.569944,168.358778,-324.928722,3.240877,50.012921,0.952606,2.039167
0.041800,174.143708,150.571211,-324.714920,3.267913,50.012981,0.952619,2.039355
0.042000,191.030207,132.189409,-323.219616,3.293893,50.013042,0.952631,2.039543
0.042200,207.162797,113.285915,-320.448712,3.318712,50.013103,0.952644,2.039731
0.042400,222.477809,93.935334,-316.413143,3.342274,50.013163,0.952656,2.039919
0.042600,236.914804,74.214033,-311.128837,3.364484,50.013224,0.952669,2.040106
0.042800,250.416804,54.199843,-304.616647,3.385257,50.013285,0.952681,2.040294
0.043000,262.930523,33.971751,-296.902274,3.404508,50.013345,0.952694,2.040482
0.043200,274.406576,13.609587,-288.016163,3.422164,50.013406,0.952706,2.040670
0.043400,284.799671,-6.806286,-277.993385,3.438153,50.013466,0.952718,2.040858
0.043600,294.068792,-27.195299,-266.873493,3.452414,50.013527,0.952731,2.041046
0.043800,302.177358,-47.476984,-254.700374,3.464888,50.013587,0.952743,2.041234
0.044000,309.093368,-67.571300,-241.522068,3.475528,50.013648,0.952756,2.041421
0.044200,314.789527,-87.398942,-227.390586,3.484292,50.013708,0.952768,2.041609
0.044400,319.243356,-106.881660,-212.361696,3.491144,50.013768,0.952781,2.041797
0.044600,322.437278,-125.942566,-196.494712,3.496057,50.013829,0.952793,2.041985
0.044800,324.358687,-144.506433,-179.852254,3.499013,50.013889,0.952806,2.042173
0.045000,325.000000,-162.500000,-162.500000,3.500000,50.013950,0.952818,2.042361
0.045200,324.358687,-179.852254,-144.506433,3.499013,50.014010,0.952830,2.042548
0.045400,322.437278,-196.494712,-125.942566,3.496057,50.014070,0.952843,2.042736
0.045600,319.243356,-212.361696,-106.881660,3.491144,50.014130,0.952855,2.042924
0.045800,314.789527,-227.390586,-87.398942,3.484292,50.014191,0.952868,2.043112
0.046000,309.093368,-241.522068,-67.571300,3.475528,50.014251,0.952880,2.043300
0.046200,302.177358,-254.700374,-47.476984,3.464888,50.014311,0.952893,2.043487
0.046400,294.068792,-266.873493,-27.195299,3.452414,50.014371,0.952905,2.043675
0.046600,284.799671,-277.993385,-6.806286,3.438153,50.014432,0.952918,2.043863
0.046800,274.406576,-288.016163,13.609587,3.422164,50.014492,0.952930,2.044051
0.047000,262.930523,-296.902274,33.971751,3.404508,50.014552,0.952942,2.044239
0.047200,250.416804,-304.616647,54.199843,3.385257,50.014612,0.952955,2.044426
0.047400,236.914804,-311.128837,74.214033,3.364484,50.014672,0.952967,2.044614
0.047600,222.477809,-316.413143,93.935334,3.342274,50.014732,0.952980,2.044802
0.047800,207.162797,-320.448712,113.285915,3.318712,50.014792,0.952992,2.044990
0.048000,191.030207,-323.219616,132.189409,3.293893,50.014852,0.953005,2.045177
0.048200,174.143708,-324.714920,150.571211,3.267913,50.014912,0.953017,2.045365
0.048400,156.569944,-324.928722,168.358778,3.240877,50.014972,0.953029,2.045553
0.048600,138.378270,-323.860179,185.481909,3.212890,50.015032,0.953042,2.045740
0.048800,119.640480,-321.513508,201.873029,3.184062,50.015092,0.953054,2.045928
0.049000,100.430523,-317.897970,217.467447,3.154508,50.015152,0.953067,2.046116
0.049200,80.824213,-313.027834,232.203621,3.124345,50.015212,0.953079,2.046303
0.049400,60.898927,-306.922320,246.023393,3.093691,50.015271,0.953091,2.046491
0.049600,40.733301,-299.605524,258.872223,3.062667,50.015331,0.953104,2.046679
0.049800,20.406919,-291.106322,270.699403,3.031395,50.015391,0.953116,2.046866
0.050000,-0.000000,-281.458256,281.458256,3.000000,50.015451,0.953129,2.047054
0.050200,-20.406919,-270.699403,291.106322,2.968605,50.015511,0.953141,2.047242
0.050400,-40.733301,-258.872223,299.605524,2.937333,50.015570,0.953154,2.047429
0.050600,-60.898927,-246.023393,306.922320,2.906309,50.015630,0.953166,2.047617
0.050800,-80.824213,-232.203621,313.027834,2.875655,50.015690,0.953178,2.047805
0.051000,-100.430523,-217.467447,317.897970,2.845492,50.015749,0.953191,2.047992
0.051200,-119.640480,-201.873029,321.513508,2.815938,50.015809,0.953203,2.048180
0.051400,-138.378270,-185.481909,323.860179,2.787110,50.015869,0.953216,2.048368
0.051600,-156.569944,-168.358778,324.928722,2.759123,50.015928,0.953228,2.048555
0.051800,-174.143708,-150.571211,324.714920,2.732087,50.015988,0.953240,2.048743
0.052000,-191.030207,-132.189409,323.219616,2.706107,50.016047,0.953253,2.048930
0.052200,-207.162797,-113.285915,320.448712,2.681288,50.016107,0.953265,2.049118
0.052400,-222.477809,-93.935334,316.413143,2.657726,50.016166,0.953278,2.049306
0.052600,-236.914804,-74.214033,311.128837,2.635516,50.016226,0.953290,2.049493
0.052800,-250.416804,-54.199843,304.616647,2.614743,50.016285,0.953302,2.049681
0.053000,-262.930523,-33.971751,296.902274,2.595492,50.016344,0.953315,2.049868
0.053200,-274.406576,-13.609587,288.016163,2.577836,50.016404,0.953327,2.050056
0.053400,-284.799671,6.806286,277.993385,2.561847,50.016463,0.953340,2.050243
0.053600,-294.068792,27.195299,266.873493,2.547586,50.016522,0.953352,2.050431
0.053800,-302.177358,47.476984,254.700374,2.535112,50.016582,0.953364,2.050618
0.054000,-309.093368,67.571300,241.522068,2.524472,50.016641,0.953377,2.050806
0.054200,-314.789527,87.398942,227.390586,2.515708,50.016700,0.953389,2.050993
0.054400,-319.243356,106.881660,212.361696,2.508856,50.016759,0.953401,2.051181
0.054600,-322.437278,125.942566,196.494712,2.503943,50.016819,0.953414,2.051368
0.054800,-324.358687,144.506433,179.852254,2.500987,50.016878,0.953426,2.051556
0.055000,-325.000000,162.500000,162.500000,2.500000,50.016937,0.953439,2.051743
0.055200,-324.358687,179.852254,144.506433,2.500987,50.016996,0.953451,2.051931
0.055400,-322.437278,196.494712,125.942566,2.503943,50.017055,0.953463,2.052118
0.055600,-319.243356,212.361696,106.881660,2.508856,50.017114,0.953476,2.052306
0.055800,-314.789527,227.390586,87.398942,2.515708,50.017173,0.953488,2.052493
0.056000,-309.093368,241.522068,67.571300,2.524472,50.017232,0.953500,2.052681
0.056200,-302.177358,254.700374,47.476984,2.535112,50.017291,0.953513,2.052868
0.056400,-294.068792,266.873493,27.195299,2.547586,50.017350,0.953525,2.053056
0.056600,-284.799671,277.993385,6.806286,2.561847,50.017409,0.953538,2.053243
0.056800,-274.406576,288.016163,-13.609587,2.577836,50.017468,0.953550,2.053431
0.057000,-262.930523,296.902274,-33.971751,2.595492,50.017527,0.953562,2.053618
0.057200,-250.416804,304.616647,-54.199843,2.614743,50.017586,0.953575,2.053805
0.057400,-236.914804,311.128837,-74.214033,2.635516,50.017644,0.953587,2.053993
0.057600,-222.477809,316.413143,-93.935334,2.657726,50.017703,0.953599,2.054180
0.057800,-207.162797,320.448712,-113.285915,2.681288,50.017762,0.953612,2.054368
0.058000,-191.030207,323.219616,-132.189409,2.706107,50.017821,0.953624,2.054555
0.058200,-174.143708,324.714920,-150.571211,2.732087,50.017879,0.953636,2.054742
0.058400,-156.569944,324.928722,-168.358778,2.759123,50.017938,0.953649,2.054930
0.058600,-138.378270,323.860179,-185.481909,2.787110,50.017997,0.953661,2.055117
0.058800,-119.640480,321.513508,-201.873029,2.815938,50.018055,0.953674,2.055304
0.059000,-100.430523,317.897970,-217.467447,2.845492,50.018114,0.953686,2.055492
0.059200,-80.824213,313.027834,-232.203621,2.875655,50.018172,0.953698,2.055679
0.059400,-60.898927,306.922320,-246.023393,2.906309,50.018231,0.953711,2.055866
0.059600,-40.733301,299.605524,-258.872223,2.937333,50.018289,0.953723,2.056054
0.059800,-20.406919,291.106322,-270.699403,2.968605,50.018348,0.953735,2.056241
0.060000,0.000000,281.458256,-281.458256,3.000000,50.018406,0.953748,2.056428
0.060200,20.406919,270.699403,-291.106322,3.031395,50.018465,0.953760,2.056615
0.060400,40.733301,258.872223,-299.605524,3.062667,50.018523,0.953772,2.056803
0.060600,60.898927,246.023393,-306.922320,3.093691,50.018581,0.953785,2.056990
0.060800,80.824213,232.203621,-313.027834,3.124345,50.018640,0.953797,2.057177
0.061000,100.430523,217.467447,-317.897970,3.154508,50.018698,0.953809,2.057365
0.061200,119.640480,201.873029,-321.513508,3.184062,50.018756,0.953822,2.057552
0.061400,138.378270,185.481909,-323.860179,3.212890,50.018814,0.953834,2.057739
0.061600,156.569944,168.358778,-324.928722,3.240877,50.018873,0.953846,2.057926
0.061800,174.143708,150.571211,-324.714920,3.267913,50.018931,0.953859,2.058113
0.062000,191.030207,132.189409,-323.219616,3.293893,50.018989,0.953871,2.058301
0.062200,207.162797,113.285915,-320.448712,3.318712,50.019047,0.953883,2.058488
0.062400,222.477809,93.935334,-316.413143,3.342274,50.019105,0.953896,2.058675
0.062600,236.914804,74.214033,-311.128837,3.364484,50.019163,0.953908,2.058862
0.062800,250.416804,54.199843,-304.616647,3.385257,50.019221,0.953920,2.059049
0.063000,262.930523,33.971751,-296.902274,3.404508,50.019279,0.953933,2.059237
0.063200,274.406576,13.609587,-288.016163,3.422164,50.019337,0.953945,2.059424
0.063400,284.799671,-6.806286,-277.993385,3.438153,50.019395,0.953957,2.059611
0.063600,294.068792,-27.195299,-266.873493,3.452414,50.019453,0.953970,2.059798
0.063800,302.177358,-47.476984,-254.700374,3.464888,50.019511,0.953982,2.059985
0.064000,309.093368,-67.571300,-241.522068,3.475528,50.019569,0.953994,2.060172
0.064200,314.789527,-87.398942,-227.390586,3.484292,50.019626,0.954007,2.060360
0.064400,319.243356,-106.881660,-212.361696,3.491144,50.019684,0.954019,2.060547
0.064600,322.437278,-125.942566,-196.494712,3.496057,50.019742,0.954031,2.060734
0.064800,324.358687,-144.506433,-179.852254,3.499013,50.019800,0.954043,2.060921
0.065000,325.000000,-162.500000,-162.500000,3.500000,50.019857,0.954056,2.061108
0.065200,324.358687,-179.852254,-144.506433,3.499013,50.019915,0.954068,2.061295
0.065400,322.437278,-196.494712,-125.942566,3.496057,50.019973,0.954080,2.061482
0.065600,319.243356,-212.361696,-106.881660,3.491144,50.020030,0.954093,2.061669
0.065800,314.789527,-227.390586,-87.398942,3.484292,50.020088,0.954105,2.061856
0.066000,309.093368,-241.522068,-67.571300,3.475528,50.020145,0.954117,2.062043
0.066200,302.177358,-254.700374,-47.476984,3.464888,50.020203,0.954130,2.062230
0.066400,294.068792,-266.873493,-27.195299,3.452414,50.020260,0.954142,2.062417
0.066600,284.799671,-277.993385,-6.806286,3.438153,50.020318,0.954154,2.062604
